ts_local,buy_count,cost_cents,fill_side,pnl_cents,series,contract_cost,percent_gain
2026-03-24T22:00:10.861632-07:00,10,943.0,yes,57.0,KXBTC15M,94.3,6.044539
2026-03-24T22:15:10.865992-07:00,9,885.6,yes,14.399999999999977,KXBTC15M,98.4,1.626016
2026-03-24T22:30:10.856882-07:00,10,943.0,no,57.0,KXBTC15M,94.3,6.044539
2026-03-24T22:45:10.859429-07:00,10,953.0,yes,47.0,KXBTC15M,95.3,4.931794
2026-03-24T23:00:10.916892-07:00,10,948.9999999999999,no,51.000000000000114,KXBTC15M,94.9,5.374078
2026-03-24T23:15:10.866165-07:00,10,938.0,no,62.0,KXBTC15M,93.8,6.609808
2026-03-24T23:30:10.858584-07:00,10,943.0,yes,57.0,KXBTC15M,94.3,6.044539
2026-03-25T00:08:29.956912-07:00,10,943.0,no,57.0,KXBTC15M,94.3,6.044539
2026-03-25T00:30:10.860681-07:00,10,941.0,no,59.0,KXBTC15M,94.1,6.269926
2026-03-25T00:45:10.854546-07:00,10,951.0,yes,49.0,KXBTC15M,95.1,5.152471
2026-03-25T01:00:10.852193-07:00,10,940.5,no,59.5,KXBTC15M,94.05,6.326422
2026-03-25T01:15:10.836233-07:00,12,888.0,yes,-888.0,KXXRP15M,74.0,-100.0
2026-03-25T01:15:10.856648-07:00,9,878.4,no,21.600000000000023,KXBTC15M,97.6,2.459016
2026-03-25T01:30:11.544688-07:00,10,820.0,yes,180.0,KXXRP15M,82.0,21.95122
2026-03-25T01:30:11.556922-07:00,9,876.5999999999999,yes,23.40000000000009,KXBTC15M,97.4,2.669405
2026-03-25T01:45:10.800724-07:00,10,926.4000000000001,yes,73.59999999999991,KXBTC15M,92.64,7.944732
2026-03-25T02:00:10.858041-07:00,3,280.20000000000005,no,19.799999999999955,KXBTC15M,93.4,7.066381
2026-03-25T02:15:10.803815-07:00,10,941.0,yes,59.0,KXBTC15M,94.1,6.269926
2026-03-25T02:30:10.791986-07:00,11,902.0,yes,-902.0,KXXRP15M,82.0,-100.0
2026-03-25T02:30:10.814502-07:00,9,819.9000000000001,no,80.09999999999991,KXBTC15M,91.1,9.769484
2026-03-25T03:00:10.835826-07:00,11,869.0,no,-869.0,KXXRP15M,79.0,-100.0
2026-03-25T03:30:10.798210-07:00,9,729.0,no,171.0,KXXRP15M,81.0,23.45679
2026-03-25T03:45:10.808645-07:00,8,778.4,no,-778.4,KXBTC15M,97.3,-100.0
2026-03-25T04:00:10.808022-07:00,7,653.1000000000001,yes,46.899999999999864,KXBTC15M,93.3,7.181136
2026-03-25T05:00:10.846849-07:00,7,637.0,no,63.0,KXBTC15M,91.0,9.89011
2026-03-25T05:15:10.856589-07:00,7,658.0,yes,42.0,KXBTC15M,94.0,6.382979
2026-03-25T05:30:10.951933-07:00,7,660.1,no,39.89999999999998,KXBTC15M,94.3,6.044539
2026-03-25T05:45:10.840213-07:00,9,720.0,yes,180.0,KXXRP15M,80.0,25.0
2026-03-25T06:30:10.854949-07:00,7,679.0,no,21.0,KXBTC15M,97.0,3.092784
2026-03-25T06:45:10.854024-07:00,8,752.8,yes,47.200000000000045,KXBTC15M,94.1,6.269926
